DateID,Date,Year,Month,Day,Quarter,WeekOfYear,DayOfWeek,DayName,MonthName,IsWeekend,IsMonthStart,IsMonthEnd,IsQuarterStart,IsQuarterEnd,IsYearStart,IsYearEnd
309,2014-04-13,2014,4,13,2,15,7,Sunday,April,1,0,0,0,0,0,0
310,2014-04-14,2014,4,14,2,16,1,Monday,April,0,0,0,0,0,0,0
311,2014-04-15,2014,4,15,2,16,2,Tuesday,April,0,0,0,0,0,0,0
312,2014-04-16,2014,4,16,2,16,3,Wednesday,April,0,0,0,0,0,0,0
313,2014-04-17,2014,4,17,2,16,4,Thursday,April,0,0,0,0,0,0,0
314,2014-04-18,2014,4,18,2,16,5,Friday,April,0,0,0,0,0,0,0
315,2014-04-19,2014,4,19,2,16,6,Saturday,April,1,0,0,0,0,0,0
316,2014-04-20,2014,4,20,2,16,7,Sunday,April,1,0,0,0,0,0,0
317,2014-04-21,2014,4,21,2,17,1,Monday,April,0,0,0,0,0,0,0
318,2014-04-22,2014,4,22,2,17,2,Tuesday,April,0,0,0,0,0,0,0
319,2014-04-23,2014,4,23,2,17,3,Wednesday,April,0,0,0,0,0,0,0
320,2014-04-24,2014,4,24,2,17,4,Thursday,April,0,0,0,0,0,0,0
321,2014-04-25,2014,4,25,2,17,5,Friday,April,0,0,0,0,0,0,0
322,2014-04-26,2014,4,26,2,17,6,Saturday,April,1,0,0,0,0,0,0
323,2014-04-27,2014,4,27,2,17,7,Sunday,April,1,0,0,0,0,0,0
324,2014-04-28,2014,4,28,2,18,1,Monday,April,0,0,0,0,0,0,0
325,2014-04-29,2014,4,29,2,18,2,Tuesday,April,0,0,0,0,0,0,0
326,2014-04-30,2014,4,30,2,18,3,Wednesday,April,0,0,1,0,0,0,0
327,2014-05-01,2014,5,1,2,18,4,Thursday,May,0,1,0,0,0,0,0
328,2014-05-02,2014,5,2,2,18,5,Friday,May,0,0,0,0,0,0,0
329,2014-05-03,2014,5,3,2,18,6,Saturday,May,1,0,0,0,0,0,0
330,2014-05-04,2014,5,4,2,18,7,Sunday,May,1,0,0,0,0,0,0
331,2014-05-05,2014,5,5,2,19,1,Monday,May,0,0,0,0,0,0,0
332,2014-05-06,2014,5,6,2,19,2,Tuesday,May,0,0,0,0,0,0,0
333,2014-05-07,2014,5,7,2,19,3,Wednesday,May,0,0,0,0,0,0,0
334,2014-05-08,2014,5,8,2,19,4,Thursday,May,0,0,0,0,0,0,0
335,2014-05-09,2014,5,9,2,19,5,Friday,May,0,0,0,0,0,0,0
336,2014-05-10,2014,5,10,2,19,6,Saturday,May,1,0,0,0,0,0,0
337,2014-05-11,2014,5,11,2,19,7,Sunday,May,1,0,0,0,0,0,0
338,2014-05-12,2014,5,12,2,20,1,Monday,May,0,0,0,0,0,0,0
339,2014-05-13,2014,5,13,2,20,2,Tuesday,May,0,0,0,0,0,0,0
340,2014-05-14,2014,5,14,2,20,3,Wednesday,May,0,0,0,0,0,0,0
341,2014-05-15,2014,5,15,2,20,4,Thursday,May,0,0,0,0,0,0,0
342,2014-05-16,2014,5,16,2,20,5,Friday,May,0,0,0,0,0,0,0
343,2014-05-17,2014,5,17,2,20,6,Saturday,May,1,0,0,0,0,0,0
344,2014-05-18,2014,5,18,2,20,7,Sunday,May,1,0,0,0,0,0,0
345,2014-05-19,2014,5,19,2,21,1,Monday,May,0,0,0,0,0,0,0
346,2014-05-20,2014,5,20,2,21,2,Tuesday,May,0,0,0,0,0,0,0
347,2014-05-21,2014,5,21,2,21,3,Wednesday,May,0,0,0,0,0,0,0
348,2014-05-22,2014,5,22,2,21,4,Thursday,May,0,0,0,0,0,0,0
349,2014-05-23,2014,5,23,2,21,5,Friday,May,0,0,0,0,0,0,0
350,2014-05-24,2014,5,24,2,21,6,Saturday,May,1,0,0,0,0,0,0
351,2014-05-25,2014,5,25,2,21,7,Sunday,May,1,0,0,0,0,0,0
352,2014-05-26,2014,5,26,2,22,1,Monday,May,0,0,0,0,0,0,0
353,2014-05-27,2014,5,27,2,22,2,Tuesday,May,0,0,0,0,0,0,0
354,2014-05-28,2014,5,28,2,22,3,Wednesday,May,0,0,0,0,0,0,0
355,2014-05-29,2014,5,29,2,22,4,Thursday,May,0,0,0,0,0,0,0
356,2014-05-30,2014,5,30,2,22,5,Friday,May,0,0,0,0,0,0,0
357,2014-05-31,2014,5,31,2,22,6,Saturday,May,1,0,1,0,0,0,0
358,2014-06-01,2014,6,1,2,22,7,Sunday,June,1,1,0,0,0,0,0
359,2014-06-02,2014,6,2,2,23,1,Monday,June,0,0,0,0,0,0,0
360,2014-06-03,2014,6,3,2,23,2,Tuesday,June,0,0,0,0,0,0,0
361,2014-06-04,2014,6,4,2,23,3,Wednesday,June,0,0,0,0,0,0,0
362,2014-06-05,2014,6,5,2,23,4,Thursday,June,0,0,0,0,0,0,0
363,2014-06-06,2014,6,6,2,23,5,Friday,June,0,0,0,0,0,0,0
364,2014-06-07,2014,6,7,2,23,6,Saturday,June,1,0,0,0,0,0,0
365,2014-06-08,2014,6,8,2,23,7,Sunday,June,1,0,0,0,0,0,0
366,2014-06-09,2014,6,9,2,24,1,Monday,June,0,0,0,0,0,0,0
367,2014-06-10,2014,6,10,2,24,2,Tuesday,June,0,0,0,0,0,0,0
368,2014-06-11,2014,6,11,2,24,3,Wednesday,June,0,0,0,0,0,0,0
369,2014-06-12,2014,6,12,2,24,4,Thursday,June,0,0,0,0,0,0,0
370,2014-06-13,2014,6,13,2,24,5,Friday,June,0,0,0,0,0,0,0
371,2014-06-14,2014,6,14,2,24,6,Saturday,June,1,0,0,0,0,0,0
372,2014-06-15,2014,6,15,2,24,7,Sunday,June,1,0,0,0,0,0,0
373,2014-06-16,2014,6,16,2,25,1,Monday,June,0,0,0,0,0,0,0
374,2014-06-17,2014,6,17,2,25,2,Tuesday,June,0,0,0,0,0,0,0
375,2014-06-18,2014,6,18,2,25,3,Wednesday,June,0,0,0,0,0,0,0
376,2014-06-19,2014,6,19,2,25,4,Thursday,June,0,0,0,0,0,0,0
377,2014-06-20,2014,6,20,2,25,5,Friday,June,0,0,0,0,0,0,0
378,2014-06-21,2014,6,21,2,25,6,Saturday,June,1,0,0,0,0,0,0
379,2014-06-22,2014,6,22,2,25,7,Sunday,June,1,0,0,0,0,0,0
380,2014-06-23,2014,6,23,2,26,1,Monday,June,0,0,0,0,0,0,0
381,2014-06-24,2014,6,24,2,26,2,Tuesday,June,0,0,0,0,0,0,0
382,2014-06-25,2014,6,25,2,26,3,Wednesday,June,0,0,0,0,0,0,0
383,2014-06-26,2014,6,26,2,26,4,Thursday,June,0,0,0,0,0,0,0
384,2014-06-27,2014,6,27,2,26,5,Friday,June,0,0,0,0,0,0,0
385,2014-06-28,2014,6,28,2,26,6,Saturday,June,1,0,0,0,0,0,0
386,2014-06-29,2014,6,29,2,26,7,Sunday,June,1,0,0,0,0,0,0
387,2014-06-30,2014,6,30,2,27,1,Monday,June,0,0,1,0,1,0,0
388,2014-07-01,2014,7,1,3,27,2,Tuesday,July,0,1,0,1,0,0,0
389,2014-07-02,2014,7,2,3,27,3,Wednesday,July,0,0,0,0,0,0,0
390,2014-07-03,2014,7,3,3,27,4,Thursday,July,0,0,0,0,0,0,0
391,2014-07-04,2014,7,4,3,27,5,Friday,July,0,0,0,0,0,0,0
392,2014-07-05,2014,7,5,3,27,6,Saturday,July,1,0,0,0,0,0,0
393,2014-07-06,2014,7,6,3,27,7,Sunday,July,1,0,0,0,0,0,0
394,2014-07-07,2014,7,7,3,28,1,Monday,July,0,0,0,0,0,0,0
395,2014-07-08,2014,7,8,3,28,2,Tuesday,July,0,0,0,0,0,0,0
396,2014-07-09,2014,7,9,3,28,3,Wednesday,July,0,0,0,0,0,0,0
397,2014-07-10,2014,7,10,3,28,4,Thursday,July,0,0,0,0,0,0,0
398,2014-07-11,2014,7,11,3,28,5,Friday,July,0,0,0,0,0,0,0
399,2014-07-12,2014,7,12,3,28,6,Saturday,July,1,0,0,0,0,0,0
400,2014-07-13,2014,7,13,3,28,7,Sunday,July,1,0,0,0,0,0,0
401,2014-07-14,2014,7,14,3,29,1,Monday,July,0,0,0,0,0,0,0
402,2014-07-15,2014,7,15,3,29,2,Tuesday,July,0,0,0,0,0,0,0
403,2014-07-16,2014,7,16,3,29,3,Wednesday,July,0,0,0,0,0,0,0
404,2014-07-17,2014,7,17,3,29,4,Thursday,July,0,0,0,0,0,0,0
405,2014-07-18,2014,7,18,3,29,5,Friday,July,0,0,0,0,0,0,0
406,2014-07-19,2014,7,19,3,29,6,Saturday,July,1,0,0,0,0,0,0
407,2014-07-20,2014,7,20,3,29,7,Sunday,July,1,0,0,0,0,0,0
408,2014-07-21,2014,7,21,3,30,1,Monday,July,0,0,0,0,0,0,0
409,2014-07-22,2014,7,22,3,30,2,Tuesday,July,0,0,0,0,0,0,0
410,2014-07-23,2014,7,23,3,30,3,Wednesday,July,0,0,0,0,0,0,0
411,2014-07-24,2014,7,24,3,30,4,Thursday,July,0,0,0,0,0,0,0
412,2014-07-25,2014,7,25,3,30,5,Friday,July,0,0,0,0,0,0,0
413,2014-07-26,2014,7,26,3,30,6,Saturday,July,1,0,0,0,0,0,0
414,2014-07-27,2014,7,27,3,30,7,Sunday,July,1,0,0,0,0,0,0
415,2014-07-28,2014,7,28,3,31,1,Monday,July,0,0,0,0,0,0,0
416,2014-07-29,2014,7,29,3,31,2,Tuesday,July,0,0,0,0,0,0,0
417,2014-07-30,2014,7,30,3,31,3,Wednesday,July,0,0,0,0,0,0,0
418,2014-07-31,2014,7,31,3,31,4,Thursday,July,0,0,1,0,0,0,0
419,2014-08-01,2014,8,1,3,31,5,Friday,August,0,1,0,0,0,0,0
420,2014-08-02,2014,8,2,3,31,6,Saturday,August,1,0,0,0,0,0,0
421,2014-08-03,2014,8,3,3,31,7,Sunday,August,1,0,0,0,0,0,0
422,2014-08-04,2014,8,4,3,32,1,Monday,August,0,0,0,0,0,0,0
423,2014-08-05,2014,8,5,3,32,2,Tuesday,August,0,0,0,0,0,0,0
424,2014-08-06,2014,8,6,3,32,3,Wednesday,August,0,0,0,0,0,0,0
425,2014-08-07,2014,8,7,3,32,4,Thursday,August,0,0,0,0,0,0,0
426,2014-08-08,2014,8,8,3,32,5,Friday,August,0,0,0,0,0,0,0
427,2014-08-09,2014,8,9,3,32,6,Saturday,August,1,0,0,0,0,0,0
428,2014-08-10,2014,8,10,3,32,7,Sunday,August,1,0,0,0,0,0,0
429,2014-08-11,2014,8,11,3,33,1,Monday,August,0,0,0,0,0,0,0
430,2014-08-12,2014,8,12,3,33,2,Tuesday,August,0,0,0,0,0,0,0
431,2014-08-13,2014,8,13,3,33,3,Wednesday,August,0,0,0,0,0,0,0
432,2014-08-14,2014,8,14,3,33,4,Thursday,August,0,0,0,0,0,0,0
433,2014-08-15,2014,8,15,3,33,5,Friday,August,0,0,0,0,0,0,0
434,2014-08-16,2014,8,16,3,33,6,Saturday,August,1,0,0,0,0,0,0
435,2014-08-17,2014,8,17,3,33,7,Sunday,August,1,0,0,0,0,0,0
436,2014-08-18,2014,8,18,3,34,1,Monday,August,0,0,0,0,0,0,0
437,2014-08-19,2014,8,19,3,34,2,Tuesday,August,0,0,0,0,0,0,0
438,2014-08-20,2014,8,20,3,34,3,Wednesday,August,0,0,0,0,0,0,0
439,2014-08-21,2014,8,21,3,34,4,Thursday,August,0,0,0,0,0,0,0
440,2014-08-22,2014,8,22,3,34,5,Friday,August,0,0,0,0,0,0,0
441,2014-08-23,2014,8,23,3,34,6,Saturday,August,1,0,0,0,0,0,0
442,2014-08-24,2014,8,24,3,34,7,Sunday,August,1,0,0,0,0,0,0
443,2014-08-25,2014,8,25,3,35,1,Monday,August,0,0,0,0,0,0,0
444,2014-08-26,2014,8,26,3,35,2,Tuesday,August,0,0,0,0,0,0,0
445,2014-08-27,2014,8,27,3,35,3,Wednesday,August,0,0,0,0,0,0,0
446,2014-08-28,2014,8,28,3,35,4,Thursday,August,0,0,0,0,0,0,0
447,2014-08-29,2014,8,29,3,35,5,Friday,August,0,0,0,0,0,0,0
448,2014-08-30,2014,8,30,3,35,6,Saturday,August,1,0,0,0,0,0,0
449,2014-08-31,2014,8,31,3,35,7,Sunday,August,1,0,1,0,0,0,0
450,2014-09-01,2014,9,1,3,36,1,Monday,September,0,1,0,0,0,0,0
451,2014-09-02,2014,9,2,3,36,2,Tuesday,September,0,0,0,0,0,0,0
452,2014-09-03,2014,9,3,3,36,3,Wednesday,September,0,0,0,0,0,0,0
453,2014-09-04,2014,9,4,3,36,4,Thursday,September,0,0,0,0,0,0,0
454,2014-09-05,2014,9,5,3,36,5,Friday,September,0,0,0,0,0,0,0
455,2014-09-06,2014,9,6,3,36,6,Saturday,September,1,0,0,0,0,0,0
456,2014-09-07,2014,9,7,3,36,7,Sunday,September,1,0,0,0,0,0,0
457,2014-09-08,2014,9,8,3,37,1,Monday,September,0,0,0,0,0,0,0
458,2014-09-09,2014,9,9,3,37,2,Tuesday,September,0,0,0,0,0,0,0
459,2014-09-10,2014,9,10,3,37,3,Wednesday,September,0,0,0,0,0,0,0
460,2014-09-11,2014,9,11,3,37,4,Thursday,September,0,0,0,0,0,0,0
461,2014-09-12,2014,9,12,3,37,5,Friday,September,0,0,0,0,0,0,0
462,2014-09-13,2014,9,13,3,37,6,Saturday,September,1,0,0,0,0,0,0
463,2014-09-14,2014,9,14,3,37,7,Sunday,September,1,0,0,0,0,0,0
464,2014-09-15,2014,9,15,3,38,1,Monday,September,0,0,0,0,0,0,0
465,2014-09-16,2014,9,16,3,38,2,Tuesday,September,0,0,0,0,0,0,0
466,2014-09-17,2014,9,17,3,38,3,Wednesday,September,0,0,0,0,0,0,0
467,2014-09-18,2014,9,18,3,38,4,Thursday,September,0,0,0,0,0,0,0
468,2014-09-19,2014,9,19,3,38,5,Friday,September,0,0,0,0,0,0,0
469,2014-09-20,2014,9,20,3,38,6,Saturday,September,1,0,0,0,0,0,0
470,2014-09-21,2014,9,21,3,38,7,Sunday,September,1,0,0,0,0,0,0
471,2014-09-22,2014,9,22,3,39,1,Monday,September,0,0,0,0,0,0,0
472,2014-09-23,2014,9,23,3,39,2,Tuesday,September,0,0,0,0,0,0,0
473,2014-09-24,2014,9,24,3,39,3,Wednesday,September,0,0,0,0,0,0,0
474,2014-09-25,2014,9,25,3,39,4,Thursday,September,0,0,0,0,0,0,0
475,2014-09-26,2014,9,26,3,39,5,Friday,September,0,0,0,0,0,0,0
476,2014-09-27,2014,9,27,3,39,6,Saturday,September,1,0,0,0,0,0,0
477,2014-09-28,2014,9,28,3,39,7,Sunday,September,1,0,0,0,0,0,0
478,2014-09-29,2014,9,29,3,40,1,Monday,September,0,0,0,0,0,0,0
479,2014-09-30,2014,9,30,3,40,2,Tuesday,September,0,0,1,0,1,0,0
480,2014-10-01,2014,10,1,4,40,3,Wednesday,October,0,1,0,1,0,0,0
481,2014-10-02,2014,10,2,4,40,4,Thursday,October,0,0,0,0,0,0,0
482,2014-10-03,2014,10,3,4,40,5,Friday,October,0,0,0,0,0,0,0
483,2014-10-04,2014,10,4,4,40,6,Saturday,October,1,0,0,0,0,0,0
484,2014-10-05,2014,10,5,4,40,7,Sunday,October,1,0,0,0,0,0,0
485,2014-10-06,2014,10,6,4,41,1,Monday,October,0,0,0,0,0,0,0
486,2014-10-07,2014,10,7,4,41,2,Tuesday,October,0,0,0,0,0,0,0
487,2014-10-08,2014,10,8,4,41,3,Wednesday,October,0,0,0,0,0,0,0
488,2014-10-09,2014,10,9,4,41,4,Thursday,October,0,0,0,0,0,0,0
489,2014-10-10,2014,10,10,4,41,5,Friday,October,0,0,0,0,0,0,0
490,2014-10-11,2014,10,11,4,41,6,Saturday,October,1,0,0,0,0,0,0
491,2014-10-12,2014,10,12,4,41,7,Sunday,October,1,0,0,0,0,0,0
492,2014-10-13,2014,10,13,4,42,1,Monday,October,0,0,0,0,0,0,0
493,2014-10-14,2014,10,14,4,42,2,Tuesday,October,0,0,0,0,0,0,0
494,2014-10-15,2014,10,15,4,42,3,Wednesday,October,0,0,0,0,0,0,0
495,2014-10-16,2014,10,16,4,42,4,Thursday,October,0,0,0,0,0,0,0
496,2014-10-17,2014,10,17,4,42,5,Friday,October,0,0,0,0,0,0,0
497,2014-10-18,2014,10,18,4,42,6,Saturday,October,1,0,0,0,0,0,0
498,2014-10-19,2014,10,19,4,42,7,Sunday,October,1,0,0,0,0,0,0
499,2014-10-20,2014,10,20,4,43,1,Monday,October,0,0,0,0,0,0,0
500,2014-10-21,2014,10,21,4,43,2,Tuesday,October,0,0,0,0,0,0,0
501,2014-10-22,2014,10,22,4,43,3,Wednesday,October,0,0,0,0,0,0,0
502,2014-10-23,2014,10,23,4,43,4,Thursday,October,0,0,0,0,0,0,0
503,2014-10-24,2014,10,24,4,43,5,Friday,October,0,0,0,0,0,0,0
504,2014-10-25,2014,10,25,4,43,6,Saturday,October,1,0,0,0,0,0,0
505,2014-10-26,2014,10,26,4,43,7,Sunday,October,1,0,0,0,0,0,0
506,2014-10-27,2014,10,27,4,44,1,Monday,October,0,0,0,0,0,0,0
507,2014-10-28,2014,10,28,4,44,2,Tuesday,October,0,0,0,0,0,0,0
508,2014-10-29,2014,10,29,4,44,3,Wednesday,October,0,0,0,0,0,0,0
509,2014-10-30,2014,10,30,4,44,4,Thursday,October,0,0,0,0,0,0,0
510,2014-10-31,2014,10,31,4,44,5,Friday,October,0,0,1,0,0,0,0
511,2014-11-01,2014,11,1,4,44,6,Saturday,November,1,1,0,0,0,0,0
512,2014-11-02,2014,11,2,4,44,7,Sunday,November,1,0,0,0,0,0,0
513,2014-11-03,2014,11,3,4,45,1,Monday,November,0,0,0,0,0,0,0
514,2014-11-04,2014,11,4,4,45,2,Tuesday,November,0,0,0,0,0,0,0
515,2014-11-05,2014,11,5,4,45,3,Wednesday,November,0,0,0,0,0,0,0
516,2014-11-06,2014,11,6,4,45,4,Thursday,November,0,0,0,0,0,0,0
517,2014-11-07,2014,11,7,4,45,5,Friday,November,0,0,0,0,0,0,0
518,2014-11-08,2014,11,8,4,45,6,Saturday,November,1,0,0,0,0,0,0
519,2014-11-09,2014,11,9,4,45,7,Sunday,November,1,0,0,0,0,0,0
520,2014-11-10,2014,11,10,4,46,1,Monday,November,0,0,0,0,0,0,0
521,2014-11-11,2014,11,11,4,46,2,Tuesday,November,0,0,0,0,0,0,0
522,2014-11-12,2014,11,12,4,46,3,Wednesday,November,0,0,0,0,0,0,0
523,2014-11-13,2014,11,13,4,46,4,Thursday,November,0,0,0,0,0,0,0
524,2014-11-14,2014,11,14,4,46,5,Friday,November,0,0,0,0,0,0,0
525,2014-11-15,2014,11,15,4,46,6,Saturday,November,1,0,0,0,0,0,0
526,2014-11-16,2014,11,16,4,46,7,Sunday,November,1,0,0,0,0,0,0
527,2014-11-17,2014,11,17,4,47,1,Monday,November,0,0,0,0,0,0,0
528,2014-11-18,2014,11,18,4,47,2,Tuesday,November,0,0,0,0,0,0,0
529,2014-11-19,2014,11,19,4,47,3,Wednesday,November,0,0,0,0,0,0,0
530,2014-11-20,2014,11,20,4,47,4,Thursday,November,0,0,0,0,0,0,0
531,2014-11-21,2014,11,21,4,47,5,Friday,November,0,0,0,0,0,0,0
532,2014-11-22,2014,11,22,4,47,6,Saturday,November,1,0,0,0,0,0,0
533,2014-11-23,2014,11,23,4,47,7,Sunday,November,1,0,0,0,0,0,0
534,2014-11-24,2014,11,24,4,48,1,Monday,November,0,0,0,0,0,0,0
535,2014-11-25,2014,11,25,4,48,2,Tuesday,November,0,0,0,0,0,0,0
536,2014-11-26,2014,11,26,4,48,3,Wednesday,November,0,0,0,0,0,0,0
537,2014-11-27,2014,11,27,4,48,4,Thursday,November,0,0,0,0,0,0,0
538,2014-11-28,2014,11,28,4,48,5,Friday,November,0,0,0,0,0,0,0
539,2014-11-29,2014,11,29,4,48,6,Saturday,November,1,0,0,0,0,0,0
540,2014-11-30,2014,11,30,4,48,7,Sunday,November,1,0,1,0,0,0,0
541,2014-12-01,2014,12,1,4,49,1,Monday,December,0,1,0,0,0,0,0
542,2014-12-02,2014,12,2,4,49,2,Tuesday,December,0,0,0,0,0,0,0
543,2014-12-03,2014,12,3,4,49,3,Wednesday,December,0,0,0,0,0,0,0
544,2014-12-04,2014,12,4,4,49,4,Thursday,December,0,0,0,0,0,0,0
545,2014-12-05,2014,12,5,4,49,5,Friday,December,0,0,0,0,0,0,0
546,2014-12-06,2014,12,6,4,49,6,Saturday,December,1,0,0,0,0,0,0
547,2014-12-07,2014,12,7,4,49,7,Sunday,December,1,0,0,0,0,0,0
548,2014-12-08,2014,12,8,4,50,1,Monday,December,0,0,0,0,0,0,0
549,2014-12-09,2014,12,9,4,50,2,Tuesday,December,0,0,0,0,0,0,0
550,2014-12-10,2014,12,10,4,50,3,Wednesday,December,0,0,0,0,0,0,0
551,2014-12-11,2014,12,11,4,50,4,Thursday,December,0,0,0,0,0,0,0
552,2014-12-12,2014,12,12,4,50,5,Friday,December,0,0,0,0,0,0,0
553,2014-12-13,2014,12,13,4,50,6,Saturday,December,1,0,0,0,0,0,0
554,2014-12-14,2014,12,14,4,50,7,Sunday,December,1,0,0,0,0,0,0
555,2014-12-15,2014,12,15,4,51,1,Monday,December,0,0,0,0,0,0,0
556,2014-12-16,2014,12,16,4,51,2,Tuesday,December,0,0,0,0,0,0,0
557,2014-12-17,2014,12,17,4,51,3,Wednesday,December,0,0,0,0,0,0,0
558,2014-12-18,2014,12,18,4,51,4,Thursday,December,0,0,0,0,0,0,0
559,2014-12-19,2014,12,19,4,51,5,Friday,December,0,0,0,0,0,0,0
560,2014-12-20,2014,12,20,4,51,6,Saturday,December,1,0,0,0,0,0,0
561,2014-12-21,2014,12,21,4,51,7,Sunday,December,1,0,0,0,0,0,0
562,2014-12-22,2014,12,22,4,52,1,Monday,December,0,0,0,0,0,0,0
563,2014-12-23,2014,12,23,4,52,2,Tuesday,December,0,0,0,0,0,0,0
564,2014-12-24,2014,12,24,4,52,3,Wednesday,December,0,0,0,0,0,0,0
565,2014-12-25,2014,12,25,4,52,4,Thursday,December,0,0,0,0,0,0,0
566,2014-12-26,2014,12,26,4,52,5,Friday,December,0,0,0,0,0,0,0
567,2014-12-27,2014,12,27,4,52,6,Saturday,December,1,0,0,0,0,0,0
568,2014-12-28,2014,12,28,4,52,7,Sunday,December,1,0,0,0,0,0,0
569,2014-12-29,2014,12,29,4,1,1,Monday,December,0,0,0,0,0,0,0
570,2014-12-30,2014,12,30,4,1,2,Tuesday,December,0,0,0,0,0,0,0
571,2014-12-31,2014,12,31,4,1,3,Wednesday,December,0,0,1,0,1,0,1
572,2015-01-01,2015,1,1,1,1,4,Thursday,January,0,1,0,1,0,1,0
573,2015-01-02,2015,1,2,1,1,5,Friday,January,0,0,0,0,0,0,0
574,2015-01-03,2015,1,3,1,1,6,Saturday,January,1,0,0,0,0,0,0
575,2015-01-04,2015,1,4,1,1,7,Sunday,January,1,0,0,0,0,0,0
576,2015-01-05,2015,1,5,1,2,1,Monday,January,0,0,0,0,0,0,0
577,2015-01-06,2015,1,6,1,2,2,Tuesday,January,0,0,0,0,0,0,0
578,2015-01-07,2015,1,7,1,2,3,Wednesday,January,0,0,0,0,0,0,0
579,2015-01-08,2015,1,8,1,2,4,Thursday,January,0,0,0,0,0,0,0
580,2015-01-09,2015,1,9,1,2,5,Friday,January,0,0,0,0,0,0,0
581,2015-01-10,2015,1,10,1,2,6,Saturday,January,1,0,0,0,0,0,0
582,2015-01-11,2015,1,11,1,2,7,Sunday,January,1,0,0,0,0,0,0
583,2015-01-12,2015,1,12,1,3,1,Monday,January,0,0,0,0,0,0,0
584,2015-01-13,2015,1,13,1,3,2,Tuesday,January,0,0,0,0,0,0,0
585,2015-01-14,2015,1,14,1,3,3,Wednesday,January,0,0,0,0,0,0,0
586,2015-01-15,2015,1,15,1,3,4,Thursday,January,0,0,0,0,0,0,0
587,2015-01-16,2015,1,16,1,3,5,Friday,January,0,0,0,0,0,0,0
588,2015-01-17,2015,1,17,1,3,6,Saturday,January,1,0,0,0,0,0,0
589,2015-01-18,2015,1,18,1,3,7,Sunday,January,1,0,0,0,0,0,0
590,2015-01-19,2015,1,19,1,4,1,Monday,January,0,0,0,0,0,0,0
591,2015-01-20,2015,1,20,1,4,2,Tuesday,January,0,0,0,0,0,0,0
592,2015-01-21,2015,1,21,1,4,3,Wednesday,January,0,0,0,0,0,0,0
593,2015-01-22,2015,1,22,1,4,4,Thursday,January,0,0,0,0,0,0,0
594,2015-01-23,2015,1,23,1,4,5,Friday,January,0,0,0,0,0,0,0
595,2015-01-24,2015,1,24,1,4,6,Saturday,January,1,0,0,0,0,0,0
596,2015-01-25,2015,1,25,1,4,7,Sunday,January,1,0,0,0,0,0,0
597,2015-01-26,2015,1,26,1,5,1,Monday,January,0,0,0,0,0,0,0
598,2015-01-27,2015,1,27,1,5,2,Tuesday,January,0,0,0,0,0,0,0
599,2015-01-28,2015,1,28,1,5,3,Wednesday,January,0,0,0,0,0,0,0
600,2015-01-29,2015,1,29,1,5,4,Thursday,January,0,0,0,0,0,0,0
601,2015-01-30,2015,1,30,1,5,5,Friday,January,0,0,0,0,0,0,0
602,2015-01-31,2015,1,31,1,5,6,Saturday,January,1,0,1,0,0,0,0
603,2015-02-01,2015,2,1,1,5,7,Sunday,February,1,1,0,0,0,0,0
604,2015-02-02,2015,2,2,1,6,1,Monday,February,0,0,0,0,0,0,0
605,2015-02-03,2015,2,3,1,6,2,Tuesday,February,0,0,0,0,0,0,0
606,2015-02-04,2015,2,4,1,6,3,Wednesday,February,0,0,0,0,0,0,0
607,2015-02-05,2015,2,5,1,6,4,Thursday,February,0,0,0,0,0,0,0
608,2015-02-06,2015,2,6,1,6,5,Friday,February,0,0,0,0,0,0,0
609,2015-02-07,2015,2,7,1,6,6,Saturday,February,1,0,0,0,0,0,0
610,2015-02-08,2015,2,8,1,6,7,Sunday,February,1,0,0,0,0,0,0
611,2015-02-09,2015,2,9,1,7,1,Monday,February,0,0,0,0,0,0,0
612,2015-02-10,2015,2,10,1,7,2,Tuesday,February,0,0,0,0,0,0,0
613,2015-02-11,2015,2,11,1,7,3,Wednesday,February,0,0,0,0,0,0,0
614,2015-02-12,2015,2,12,1,7,4,Thursday,February,0,0,0,0,0,0,0
615,2015-02-13,2015,2,13,1,7,5,Friday,February,0,0,0,0,0,0,0
616,2015-02-14,2015,2,14,1,7,6,Saturday,February,1,0,0,0,0,0,0
617,2015-02-15,2015,2,15,1,7,7,Sunday,February,1,0,0,0,0,0,0
618,2015-02-16,2015,2,16,1,8,1,Monday,February,0,0,0,0,0,0,0
619,2015-02-17,2015,2,17,1,8,2,Tuesday,February,0,0,0,0,0,0,0
620,2015-02-18,2015,2,18,1,8,3,Wednesday,February,0,0,0,0,0,0,0
621,2015-02-19,2015,2,19,1,8,4,Thursday,February,0,0,0,0,0,0,0
622,2015-02-20,2015,2,20,1,8,5,Friday,February,0,0,0,0,0,0,0
623,2015-02-21,2015,2,21,1,8,6,Saturday,February,1,0,0,0,0,0,0
624,2015-02-22,2015,2,22,1,8,7,Sunday,February,1,0,0,0,0,0,0
625,2015-02-23,2015,2,23,1,9,1,Monday,February,0,0,0,0,0,0,0
626,2015-02-24,2015,2,24,1,9,2,Tuesday,February,0,0,0,0,0,0,0
627,2015-02-25,2015,2,25,1,9,3,Wednesday,February,0,0,0,0,0,0,0
628,2015-02-26,2015,2,26,1,9,4,Thursday,February,0,0,0,0,0,0,0
629,2015-02-27,2015,2,27,1,9,5,Friday,February,0,0,0,0,0,0,0
630,2015-02-28,2015,2,28,1,9,6,Saturday,February,1,0,1,0,0,0,0
631,2015-03-01,2015,3,1,1,9,7,Sunday,March,1,1,0,0,0,0,0
